"Gender","Age","Contract","MonthlyCharges","Tenure","InternetService","PhoneService","MultipleLines","PaymentMethod","Churn"
"Male",41,"Month-to-Month",92.27,54,"DSL","Yes","No phone service","Electronic check","No"
"Female",60,"One Year",85.67,29,"No","Yes","Yes","Credit card (automatic)","No"
"Female",51,"Month-to-Month",90.88,36,"No","Yes","No phone service","Electronic check","No"
"Male",42,"One Year",20.84,14,"Fiber optic","No","No","Mailed check","No"
"Male",67,"Two Year",41.77,35,"Fiber optic","Yes","No","Mailed check","Yes"
"Female",46,"Month-to-Month",86.17,30,"DSL","Yes","Yes","Electronic check","No"
"Female",74,"Month-to-Month",68.4,17,"Fiber optic","Yes","No","Bank transfer (automatic)","No"
"Female",56,"Month-to-Month",20.53,67,"Fiber optic","Yes","Yes","Bank transfer (automatic)","Yes"
"Female",48,"Month-to-Month",100.45,30,"DSL","Yes","No","Credit card (automatic)","No"
"Female",73,"Month-to-Month",97.28,45,"DSL","Yes","Yes","Credit card (automatic)","No"
"Male",64,"Two Year",74.84,51,"Fiber optic","Yes","No phone service","Bank transfer (automatic)","No"
"Male",60,"One Year",26.65,47,"DSL","No","Yes","Bank transfer (automatic)","Yes"
"Male",67,"One Year",96.65,53,"No","Yes","Yes","Electronic check","No"
"Female",40,"Month-to-Month",78.37,64,"DSL","Yes","No","Mailed check","No"
"Male",61,"One Year",98.2,38,"Fiber optic","Yes","Yes","Mailed check","Yes"
"Female",55,"Two Year",95.17,64,"Fiber optic","Yes","No","Credit card (automatic)","No"
"Female",37,"One Year",100.3,7,"Fiber optic","Yes","No phone service","Bank transfer (automatic)","Yes"
"Female",40,"Month-to-Month",71.8,22,"Fiber optic","Yes","No","Electronic check","Yes"
"Male",62,"One Year",34.03,41,"Fiber optic","Yes","Yes","Credit card (automatic)","Yes"
"Female",69,"Month-to-Month",87.12,10,"No","Yes","No","Electronic check","Yes"
"Male",33,"Month-to-Month",82.05,57,"Fiber optic","Yes","No","Bank transfer (automatic)","No"
"Female",67,"Month-to-Month",94.23,7,"Fiber optic","Yes","No phone service","Bank transfer (automatic)","Yes"
"Male",59,"One Year",36.99,50,"Fiber optic","Yes","Yes","Bank transfer (automatic)","No"
"Male",72,"One Year",39.5,52,"Fiber optic","Yes","No","Mailed check","No"
"Female",25,"Month-to-Month",109.04,33,"Fiber optic","Yes","No","Bank transfer (automatic)","No"
"Male",67,"Month-to-Month",95,1,"No","Yes","Yes","Credit card (automatic)","No"
"Male",38,"Month-to-Month",110.82,53,"DSL","Yes","Yes","Mailed check","No"
"Female",18,"Month-to-Month",95.87,60,"Fiber optic","Yes","No","Electronic check","No"
"Female",72,"Month-to-Month",79.72,34,"Fiber optic","Yes","No phone service","Credit card (automatic)","Yes"
"Female",25,"Month-to-Month",85.41,4,"Fiber optic","Yes","No phone service","Credit card (automatic)","No"
"Female",46,"One Year",108.91,17,"No","Yes","No","Electronic check","No"
"Female",49,"Month-to-Month",77.88,4,"No","Yes","Yes","Mailed check","No"
"Male",55,"Month-to-Month",83.24,43,"Fiber optic","Yes","Yes","Credit card (automatic)","Yes"
"Male",22,"Month-to-Month",35.65,4,"DSL","No","No phone service","Credit card (automatic)","No"
"Male",64,"Two Year",67.39,1,"DSL","Yes","No phone service","Credit card (automatic)","No"
"Female",39,"One Year",91.64,71,"Fiber optic","No","No phone service","Mailed check","No"
"Female",64,"One Year",47.09,50,"No","Yes","No","Mailed check","No"
"Male",51,"Month-to-Month",40.23,61,"DSL","Yes","Yes","Mailed check","Yes"
"Male",18,"Month-to-Month",51.38,35,"DSL","Yes","No phone service","Credit card (automatic)","No"
"Female",72,"Month-to-Month",44.15,8,"DSL","Yes","No","Bank transfer (automatic)","Yes"
"Male",72,"One Year",41.49,24,"No","Yes","Yes","Electronic check","Yes"
"Female",43,"Two Year",62.49,36,"Fiber optic","No","No","Bank transfer (automatic)","No"
"Female",60,"One Year",110.78,50,"Fiber optic","Yes","Yes","Mailed check","Yes"
"Female",27,"One Year",70.71,43,"Fiber optic","Yes","Yes","Credit card (automatic)","Yes"
"Male",47,"One Year",38.79,27,"No","Yes","No","Credit card (automatic)","Yes"
"Female",67,"Month-to-Month",27.7,32,"Fiber optic","Yes","No","Bank transfer (automatic)","No"
"Female",35,"Two Year",89.62,18,"Fiber optic","No","No phone service","Bank transfer (automatic)","No"
"Female",34,"Month-to-Month",58.28,28,"DSL","Yes","Yes","Electronic check","No"
"Female",43,"Month-to-Month",102.18,29,"Fiber optic","Yes","Yes","Credit card (automatic)","No"
"Female",25,"Month-to-Month",85.95,16,"Fiber optic","Yes","Yes","Bank transfer (automatic)","Yes"
"Female",64,"Month-to-Month",99.62,47,"No","Yes","Yes","Electronic check","No"
"Male",57,"Month-to-Month",47.19,59,"DSL","No","Yes","Mailed check","No"
"Female",66,"Month-to-Month",89.24,31,"DSL","Yes","No","Bank transfer (automatic)","No"
"Female",29,"Month-to-Month",46.41,4,"DSL","Yes","No","Mailed check","Yes"
"Male",44,"Month-to-Month",113.91,37,"Fiber optic","Yes","No","Electronic check","Yes"
"Female",25,"Month-to-Month",83.64,17,"No","Yes","No phone service","Mailed check","No"
"Female",42,"Month-to-Month",52.45,39,"DSL","Yes","No","Credit card (automatic)","No"
"Female",63,"Month-to-Month",46.95,48,"Fiber optic","Yes","Yes","Credit card (automatic)","No"
"Male",21,"Month-to-Month",39.09,46,"Fiber optic","Yes","Yes","Mailed check","No"
"Male",50,"One Year",89.46,48,"DSL","Yes","No phone service","Credit card (automatic)","Yes"
"Female",18,"One Year",41.87,39,"Fiber optic","Yes","No","Electronic check","No"
"Female",36,"One Year",79.53,4,"DSL","Yes","No phone service","Credit card (automatic)","No"
"Male",48,"One Year",46.46,30,"Fiber optic","Yes","No phone service","Mailed check","Yes"
"Female",33,"Month-to-Month",86.2,30,"Fiber optic","Yes","No phone service","Mailed check","Yes"
"Female",31,"One Year",101.49,22,"Fiber optic","Yes","No phone service","Mailed check","Yes"
"Female",70,"Month-to-Month",97.8,66,"DSL","Yes","No","Bank transfer (automatic)","Yes"
"Female",65,"Month-to-Month",96.09,12,"No","Yes","Yes","Mailed check","No"
"Male",22,"One Year",38.77,36,"Fiber optic","Yes","No phone service","Electronic check","No"
"Male",58,"Month-to-Month",28.84,18,"Fiber optic","No","No","Credit card (automatic)","No"
"Male",43,"One Year",89.89,53,"DSL","Yes","Yes","Credit card (automatic)","No"
"Female",45,"One Year",56.83,71,"DSL","No","No","Bank transfer (automatic)","No"
"Male",19,"One Year",63.23,1,"DSL","Yes","No","Bank transfer (automatic)","No"
"Male",67,"Two Year",23.11,58,"DSL","Yes","No phone service","Electronic check","Yes"
"Male",23,"Month-to-Month",45.96,6,"Fiber optic","Yes","No","Mailed check","No"
"Female",26,"Month-to-Month",23.37,70,"No","Yes","Yes","Bank transfer (automatic)","No"
"Female",50,"Month-to-Month",107.92,44,"Fiber optic","Yes","No phone service","Credit card (automatic)","Yes"
"Male",58,"Month-to-Month",44.34,24,"DSL","Yes","No phone service","Bank transfer (automatic)","No"
"Male",42,"One Year",75.73,19,"Fiber optic","Yes","No","Bank transfer (automatic)","No"
"Female",65,"One Year",23.9,18,"DSL","Yes","Yes","Mailed check","No"
"Male",30,"One Year",86.68,30,"Fiber optic","Yes","Yes","Bank transfer (automatic)","Yes"
"Male",26,"Month-to-Month",52.3,42,"Fiber optic","Yes","No","Electronic check","No"
"Male",70,"Month-to-Month",109.79,33,"Fiber optic","Yes","Yes","Credit card (automatic)","No"
"Male",30,"Month-to-Month",108.81,12,"No","Yes","Yes","Mailed check","Yes"
"Male",48,"Month-to-Month",52.53,27,"DSL","Yes","No","Credit card (automatic)","Yes"
"Male",58,"One Year",110.1,39,"Fiber optic","Yes","No","Electronic check","No"
"Male",28,"Month-to-Month",119.62,9,"No","Yes","No","Electronic check","Yes"
"Female",21,"Month-to-Month",102.54,21,"Fiber optic","Yes","Yes","Bank transfer (automatic)","No"
"Male",51,"Month-to-Month",104.49,29,"Fiber optic","Yes","No","Bank transfer (automatic)","No"
"Female",55,"One Year",44.9,33,"No","Yes","No","Bank transfer (automatic)","Yes"
"Female",63,"One Year",77.67,62,"DSL","Yes","Yes","Credit card (automatic)","Yes"
"Male",21,"Month-to-Month",26.73,15,"No","Yes","Yes","Electronic check","No"
"Female",55,"Month-to-Month",29.49,2,"DSL","Yes","No","Mailed check","Yes"
"Male",36,"Month-to-Month",119.89,52,"Fiber optic","Yes","No phone service","Bank transfer (automatic)","Yes"
"Female",23,"Month-to-Month",52.66,44,"No","Yes","No","Credit card (automatic)","No"
"Male",51,"One Year",94.82,54,"DSL","Yes","Yes","Bank transfer (automatic)","No"
"Male",35,"One Year",100.67,18,"Fiber optic","Yes","Yes","Electronic check","No"
"Male",30,"Month-to-Month",105.8,3,"Fiber optic","Yes","No phone service","Mailed check","Yes"
"Female",58,"Month-to-Month",119.76,7,"No","Yes","Yes","Electronic check","No"
"Female",40,"Two Year",44.15,43,"No","Yes","No","Credit card (automatic)","No"
"Female",36,"Month-to-Month",24.04,38,"Fiber optic","Yes","No","Bank transfer (automatic)","No"
"Male",62,"One Year",61.12,37,"Fiber optic","Yes","Yes","Electronic check","No"
"Female",28,"Month-to-Month",33.01,58,"No","Yes","No phone service","Credit card (automatic)","Yes"
"Male",18,"Month-to-Month",22.24,33,"Fiber optic","Yes","No","Bank transfer (automatic)","No"
"Female",41,"Month-to-Month",56.04,59,"Fiber optic","Yes","No","Mailed check","No"
"Male",71,"Month-to-Month",98.37,11,"Fiber optic","Yes","Yes","Electronic check","No"
"Male",24,"Two Year",76.62,68,"Fiber optic","Yes","Yes","Bank transfer (automatic)","No"
"Male",42,"Month-to-Month",51.28,68,"DSL","Yes","No","Bank transfer (automatic)","No"
"Male",38,"Month-to-Month",85.43,22,"DSL","No","No","Bank transfer (automatic)","Yes"
"Female",32,"Month-to-Month",43.2,66,"DSL","Yes","Yes","Bank transfer (automatic)","No"
"Male",18,"Month-to-Month",21.44,44,"No","Yes","Yes","Electronic check","Yes"
"Female",29,"Month-to-Month",96.44,6,"Fiber optic","Yes","Yes","Bank transfer (automatic)","No"
"Male",24,"Month-to-Month",82.37,42,"Fiber optic","Yes","No phone service","Credit card (automatic)","No"
"Female",32,"One Year",96.23,25,"Fiber optic","Yes","No","Electronic check","No"
"Male",38,"Month-to-Month",23.89,57,"DSL","Yes","No phone service","Bank transfer (automatic)","Yes"
"Male",36,"Month-to-Month",103.71,55,"Fiber optic","Yes","Yes","Electronic check","No"
"Female",46,"Two Year",81.95,16,"Fiber optic","No","No phone service","Credit card (automatic)","No"
"Male",42,"Month-to-Month",76.34,14,"Fiber optic","Yes","Yes","Credit card (automatic)","No"
"Male",50,"Two Year",82.46,39,"No","Yes","No","Electronic check","Yes"
"Female",66,"Month-to-Month",106.44,28,"Fiber optic","Yes","No phone service","Bank transfer (automatic)","No"
"Female",49,"One Year",78.69,51,"Fiber optic","Yes","Yes","Bank transfer (automatic)","Yes"
"Male",66,"One Year",78.1,49,"Fiber optic","Yes","No","Credit card (automatic)","Yes"
"Male",52,"One Year",119.07,9,"No","Yes","Yes","Bank transfer (automatic)","Yes"
"Female",61,"Two Year",95.67,58,"Fiber optic","Yes","Yes","Credit card (automatic)","Yes"
"Male",55,"Month-to-Month",64.23,45,"DSL","Yes","No","Bank transfer (automatic)","No"
"Male",43,"Two Year",90.74,22,"Fiber optic","Yes","No","Credit card (automatic)","No"
"Male",28,"Month-to-Month",58.92,32,"Fiber optic","Yes","No","Mailed check","No"
"Female",52,"Month-to-Month",42.89,69,"Fiber optic","No","No","Bank transfer (automatic)","Yes"
"Female",25,"Month-to-Month",79.69,69,"DSL","Yes","No","Bank transfer (automatic)","No"
"Male",63,"Month-to-Month",112.82,42,"No","Yes","Yes","Bank transfer (automatic)","No"
"Male",31,"Month-to-Month",112.91,53,"No","Yes","Yes","Electronic check","Yes"
"Male",27,"Month-to-Month",54.19,59,"DSL","Yes","No phone service","Bank transfer (automatic)","No"
"Female",19,"Month-to-Month",72.77,39,"No","Yes","Yes","Electronic check","No"
"Male",63,"One Year",41.16,15,"DSL","Yes","No","Electronic check","No"
"Male",26,"One Year",119.56,71,"DSL","No","Yes","Credit card (automatic)","No"
"Female",20,"Month-to-Month",118.11,29,"DSL","No","No","Electronic check","No"
"Male",38,"Month-to-Month",84.95,3,"DSL","Yes","No","Electronic check","Yes"
"Female",43,"Month-to-Month",100.44,10,"No","Yes","Yes","Mailed check","No"
"Male",25,"Month-to-Month",91.51,29,"DSL","Yes","Yes","Bank transfer (automatic)","Yes"
"Male",65,"Month-to-Month",79.32,35,"DSL","No","No","Electronic check","No"
"Male",19,"Month-to-Month",25.33,6,"DSL","Yes","Yes","Bank transfer (automatic)","No"
"Female",23,"Month-to-Month",65.48,12,"DSL","Yes","Yes","Electronic check","No"
"Female",45,"Two Year",87.48,38,"DSL","Yes","No","Credit card (automatic)","No"
"Female",70,"Month-to-Month",87.75,19,"Fiber optic","Yes","Yes","Mailed check","No"
"Male",46,"Month-to-Month",57.31,67,"DSL","Yes","No phone service","Electronic check","Yes"
"Female",43,"Month-to-Month",114.17,8,"No","Yes","No","Bank transfer (automatic)","No"
"Male",42,"Month-to-Month",36.74,8,"No","Yes","Yes","Credit card (automatic)","No"
"Male",29,"Month-to-Month",70.04,47,"DSL","No","No","Bank transfer (automatic)","No"
"Female",22,"One Year",89.09,4,"No","Yes","No","Credit card (automatic)","No"
"Male",51,"Month-to-Month",89.71,51,"DSL","Yes","Yes","Mailed check","Yes"
"Male",65,"Month-to-Month",84.86,67,"DSL","Yes","No","Credit card (automatic)","Yes"
"Male",54,"Two Year",47.53,45,"DSL","Yes","Yes","Bank transfer (automatic)","No"
"Male",32,"One Year",35.62,8,"Fiber optic","Yes","Yes","Bank transfer (automatic)","No"
"Male",61,"One Year",83.59,16,"Fiber optic","Yes","Yes","Electronic check","Yes"
"Female",53,"Month-to-Month",79.93,67,"Fiber optic","Yes","Yes","Credit card (automatic)","No"
"Male",32,"One Year",37.94,9,"Fiber optic","No","Yes","Bank transfer (automatic)","No"
"Female",60,"Month-to-Month",90.51,60,"Fiber optic","Yes","No","Electronic check","Yes"
"Female",65,"Month-to-Month",65.52,71,"DSL","Yes","No","Mailed check","No"
"Male",40,"Month-to-Month",86.78,15,"Fiber optic","Yes","No","Bank transfer (automatic)","No"
"Male",23,"Month-to-Month",103.74,71,"DSL","Yes","No","Electronic check","No"
"Male",63,"Month-to-Month",36.97,41,"DSL","Yes","No phone service","Bank transfer (automatic)","No"
"Female",67,"Month-to-Month",21.91,22,"DSL","Yes","No","Credit card (automatic)","No"
"Male",61,"Two Year",97.91,24,"DSL","Yes","No","Electronic check","No"
"Female",60,"Two Year",80.97,44,"Fiber optic","Yes","Yes","Credit card (automatic)","Yes"
"Male",62,"One Year",89.96,1,"No","No","No phone service","Mailed check","Yes"
"Female",38,"Month-to-Month",103.82,10,"DSL","Yes","Yes","Credit card (automatic)","No"
"Male",40,"One Year",100.28,56,"Fiber optic","Yes","Yes","Electronic check","No"
"Male",60,"Month-to-Month",116.09,50,"Fiber optic","Yes","No","Bank transfer (automatic)","Yes"
"Female",72,"One Year",73.59,12,"No","Yes","Yes","Electronic check","No"
"Female",33,"Month-to-Month",68.85,60,"DSL","Yes","Yes","Credit card (automatic)","Yes"
"Male",64,"One Year",60.19,26,"Fiber optic","Yes","No","Credit card (automatic)","No"
"Female",70,"Month-to-Month",35.37,41,"No","Yes","No","Bank transfer (automatic)","Yes"
"Male",32,"One Year",77.26,36,"Fiber optic","Yes","No","Mailed check","No"
"Female",42,"Two Year",47.7,23,"Fiber optic","Yes","No phone service","Electronic check","No"
"Female",53,"Month-to-Month",112.13,43,"DSL","Yes","Yes","Bank transfer (automatic)","Yes"
"Male",28,"Month-to-Month",78.32,6,"DSL","Yes","Yes","Bank transfer (automatic)","No"
"Male",68,"Two Year",79.28,69,"Fiber optic","No","No","Bank transfer (automatic)","No"
"Male",32,"Month-to-Month",55.49,43,"Fiber optic","Yes","Yes","Electronic check","No"
"Female",21,"One Year",25.2,25,"DSL","Yes","No","Electronic check","Yes"
"Female",38,"Month-to-Month",23.17,18,"Fiber optic","Yes","Yes","Electronic check","No"
"Male",30,"Month-to-Month",62.33,62,"Fiber optic","Yes","No","Mailed check","Yes"
"Male",39,"Month-to-Month",28.46,13,"Fiber optic","No","No","Bank transfer (automatic)","No"
"Female",36,"Month-to-Month",80.68,43,"Fiber optic","Yes","No","Credit card (automatic)","No"
"Female",51,"One Year",108.1,28,"No","Yes","No","Credit card (automatic)","No"
"Female",31,"Month-to-Month",108.29,18,"Fiber optic","Yes","No","Bank transfer (automatic)","No"
"Male",21,"Month-to-Month",85.9,59,"No","Yes","Yes","Credit card (automatic)","Yes"
"Male",65,"Month-to-Month",41.12,60,"DSL","Yes","Yes","Mailed check","Yes"
"Male",70,"Month-to-Month",106.3,63,"DSL","Yes","Yes","Mailed check","No"
"Female",69,"One Year",108.61,57,"DSL","Yes","No","Electronic check","Yes"
"Male",63,"Two Year",39.67,51,"DSL","Yes","Yes","Electronic check","Yes"
"Female",44,"Month-to-Month",93.74,56,"DSL","Yes","No","Electronic check","No"
"Male",46,"One Year",48.65,27,"DSL","Yes","Yes","Electronic check","Yes"
"Female",64,"One Year",100.26,32,"No","Yes","No","Electronic check","No"
"Female",45,"Month-to-Month",119.72,9,"DSL","Yes","No phone service","Credit card (automatic)","Yes"
"Female",52,"Two Year",23,68,"Fiber optic","Yes","Yes","Credit card (automatic)","No"
"Male",25,"Month-to-Month",109.74,46,"DSL","Yes","Yes","Electronic check","No"
"Male",33,"Month-to-Month",82.26,67,"No","Yes","Yes","Mailed check","No"
"Male",59,"One Year",117.34,26,"Fiber optic","Yes","No","Credit card (automatic)","Yes"
"Female",53,"Month-to-Month",66.5,8,"DSL","Yes","No","Mailed check","No"
"Female",47,"One Year",104.74,6,"Fiber optic","Yes","Yes","Mailed check","No"
"Female",35,"One Year",26.24,24,"Fiber optic","Yes","No","Bank transfer (automatic)","No"
"Female",19,"Month-to-Month",53.53,48,"Fiber optic","Yes","Yes","Bank transfer (automatic)","No"
"Female",66,"One Year",26.7,45,"Fiber optic","Yes","No","Electronic check","No"
"Male",30,"Month-to-Month",117.53,13,"Fiber optic","Yes","No","Mailed check","Yes"
"Female",21,"Month-to-Month",101.7,69,"Fiber optic","Yes","No","Credit card (automatic)","No"
"Male",43,"One Year",105.25,25,"Fiber optic","Yes","Yes","Bank transfer (automatic)","No"
"Male",42,"Two Year",113.8,20,"DSL","Yes","No phone service","Bank transfer (automatic)","No"
"Female",47,"Month-to-Month",28.51,66,"No","Yes","No","Mailed check","Yes"
"Male",28,"Month-to-Month",58.56,45,"Fiber optic","Yes","Yes","Bank transfer (automatic)","No"
"Male",24,"One Year",27.1,47,"Fiber optic","Yes","Yes","Bank transfer (automatic)","No"
"Female",48,"One Year",41.08,63,"DSL","Yes","No","Credit card (automatic)","Yes"
"Male",61,"One Year",42.94,55,"Fiber optic","Yes","No phone service","Mailed check","Yes"
"Female",27,"Month-to-Month",66.91,19,"No","Yes","No phone service","Bank transfer (automatic)","Yes"
"Male",56,"Month-to-Month",46.86,35,"DSL","Yes","No","Mailed check","No"
"Male",30,"Month-to-Month",30.1,53,"Fiber optic","Yes","No phone service","Bank transfer (automatic)","Yes"
"Male",48,"One Year",36.75,26,"Fiber optic","No","Yes","Credit card (automatic)","No"
"Male",24,"Month-to-Month",34.73,14,"No","Yes","Yes","Mailed check","No"
"Female",73,"Month-to-Month",117.31,45,"Fiber optic","Yes","No phone service","Bank transfer (automatic)","No"
"Male",66,"Two Year",95.93,44,"Fiber optic","Yes","No","Credit card (automatic)","No"
"Female",59,"Month-to-Month",116.78,65,"No","Yes","No","Bank transfer (automatic)","Yes"
"Male",59,"Two Year",63.97,51,"Fiber optic","Yes","No","Mailed check","No"
"Female",73,"One Year",47.84,43,"DSL","Yes","No phone service","Bank transfer (automatic)","No"
"Female",53,"One Year",99.83,23,"DSL","Yes","No","Mailed check","Yes"
"Female",37,"Month-to-Month",52.63,56,"Fiber optic","No","No phone service","Mailed check","Yes"
"Male",21,"Month-to-Month",49.94,19,"DSL","Yes","No","Bank transfer (automatic)","No"
"Male",71,"One Year",43.25,55,"DSL","Yes","Yes","Credit card (automatic)","No"
"Male",24,"One Year",32.97,60,"No","Yes","No phone service","Electronic check","No"
"Female",71,"One Year",45.65,59,"DSL","Yes","Yes","Credit card (automatic)","Yes"
"Male",18,"Month-to-Month",55.53,33,"Fiber optic","Yes","No phone service","Credit card (automatic)","No"
"Male",61,"One Year",87.4,19,"DSL","Yes","No","Bank transfer (automatic)","Yes"
"Female",73,"One Year",26.26,28,"Fiber optic","Yes","No","Credit card (automatic)","No"
"Male",62,"One Year",41.05,52,"Fiber optic","Yes","No","Credit card (automatic)","No"
"Female",59,"One Year",100.9,49,"DSL","Yes","Yes","Electronic check","No"
"Male",64,"One Year",34.69,37,"Fiber optic","Yes","Yes","Credit card (automatic)","Yes"
"Male",30,"One Year",54.26,26,"DSL","Yes","No phone service","Electronic check","No"
"Female",72,"Month-to-Month",106.47,40,"No","Yes","No phone service","Bank transfer (automatic)","Yes"
"Male",39,"Month-to-Month",35.49,38,"No","Yes","Yes","Electronic check","No"
"Female",71,"Month-to-Month",28.27,54,"Fiber optic","No","No phone service","Mailed check","No"
"Male",38,"Month-to-Month",68.45,22,"Fiber optic","Yes","No phone service","Mailed check","Yes"
"Male",39,"Month-to-Month",50.24,16,"Fiber optic","Yes","No","Electronic check","No"
"Female",45,"Month-to-Month",76.34,28,"Fiber optic","No","Yes","Mailed check","No"
"Female",26,"Month-to-Month",100.38,35,"Fiber optic","Yes","No phone service","Bank transfer (automatic)","No"
"Female",43,"Month-to-Month",33.71,60,"DSL","Yes","No","Mailed check","No"
"Male",26,"One Year",78.07,45,"Fiber optic","Yes","No phone service","Electronic check","No"
"Female",32,"Two Year",70.55,46,"DSL","Yes","No phone service","Bank transfer (automatic)","No"
"Male",27,"Month-to-Month",34.41,55,"Fiber optic","Yes","No phone service","Mailed check","Yes"
"Male",41,"Two Year",82.4,26,"DSL","No","No","Bank transfer (automatic)","No"
"Female",74,"Month-to-Month",47.36,25,"Fiber optic","Yes","Yes","Electronic check","No"
"Male",59,"Month-to-Month",68.78,65,"DSL","Yes","Yes","Mailed check","No"
"Female",25,"Month-to-Month",28.23,6,"DSL","Yes","Yes","Bank transfer (automatic)","No"
"Male",41,"Month-to-Month",65.96,23,"Fiber optic","Yes","Yes","Bank transfer (automatic)","No"
